ZONA_O,H_SAIDA,FE_VIA
Santa Cruz,22,4260
Santa Cruz,23,613
Santa Etelvina,4,4702
Santa Etelvina,5,8965
Santa Etelvina,6,18113
Santa Etelvina,7,9140
Santa Etelvina,8,3521
Santa Etelvina,9,3286
Santa Etelvina,10,3312
Santa Etelvina,11,3735
Santa Etelvina,12,17008
Santa Etelvina,13,10584
Santa Etelvina,14,4393
Santa Etelvina,15,1353
Santa Etelvina,16,4489
Santa Etelvina,17,7664
Santa Etelvina,18,15205
Santa Etelvina,19,1274
Santa Etelvina,20,207
Santa Etelvina,21,876
Santa Etelvina,22,2433
Santa Etelvina,23,933
Santa Ifigênia,0,154
Santa Ifigênia,2,773
Santa Ifigênia,3,96
Santa Ifigênia,5,735
Santa Ifigênia,6,3535
Santa Ifigênia,7,4005
Santa Ifigênia,8,3865
Santa Ifigênia,9,777
Santa Ifigênia,10,955
Santa Ifigênia,11,3971
Santa Ifigênia,12,12039
Santa Ifigênia,13,15102
Santa Ifigênia,14,7170
Santa Ifigênia,15,5185
Santa Ifigênia,16,8204
Santa Ifigênia,17,16953
Santa Ifigênia,18,11547
Santa Ifigênia,19,7540
Santa Ifigênia,20,3512
Santa Ifigênia,21,1634
Santa Ifigênia,22,1193
Santa Ifigênia,23,848
Santa Inês,16,18
Santa Inês,18,107
Santa Isabel,4,1623
Santa Isabel,5,724
Santa Isabel,6,6073
Santa Isabel,7,2599
Santa Isabel,8,4008
Santa Isabel,9,1832
Santa Isabel,10,2131
Santa Isabel,11,7280
Santa Isabel,12,9816
Santa Isabel,13,7386
Santa Isabel,14,1978
Santa Isabel,15,4763
Santa Isabel,16,4238
Santa Isabel,17,8583
Santa Isabel,18,6272
Santa Isabel,19,4310
Santa Isabel,20,582
Santa Isabel,21,530
Santa Isabel,22,1535
Santa Isabel,23,87
Santa Marcelina,0,296
Santa Marcelina,4,541
Santa Marcelina,5,768
Santa Marcelina,6,7323
Santa Marcelina,7,7350
Santa Marcelina,8,1873
Santa Marcelina,9,2640
Santa Marcelina,10,2127
Santa Marcelina,11,3884
Santa Marcelina,12,7437
Santa Marcelina,13,2984
Santa Marcelina,14,2775
Santa Marcelina,15,1746
Santa Marcelina,16,4619
Santa Marcelina,17,3234
Santa Marcelina,18,4915
Santa Marcelina,19,1637
Santa Marcelina,20,2343
Santa Marcelina,21,2548
Santa Marcelina,22,1425
Santa Marcelina,23,765
Santa Marina,0,30
Santa Marina,2,660
Santa Marina,5,80
Santa Marina,6,1443
Santa Marina,7,945
Santa Marina,8,326
Santa Marina,9,738
Santa Marina,10,250
Santa Marina,11,5943
Santa Marina,12,4933
Santa Marina,13,2067
Santa Marina,14,2397
Santa Marina,15,2159
Santa Marina,16,1983
Santa Marina,17,7131
Santa Marina,18,8260
Santa Marina,19,4242
Santa Marina,20,4263
Santa Marina,21,2333
Santa Marina,22,8557
Santa Marina,23,2734
Santa Paula,0,54
Santa Paula,1,588
Santa Paula,5,356
Santa Paula,6,3055
Santa Paula,7,10158
Santa Paula,8,7077
Santa Paula,9,5881
Santa Paula,10,3569
Santa Paula,11,3961
Santa Paula,12,19010
Santa Paula,13,7286
Santa Paula,14,5558
Santa Paula,15,3081
Santa Paula,16,4856
Santa Paula,17,17179
Santa Paula,18,11013
Santa Paula,19,4299
Santa Paula,20,288
Santa Paula,21,58
Santa Paula,22,2528
Santa Paula,23,1235
Santa Rita,4,380
Santa Rita,5,425
Santa Rita,6,1650
Santa Rita,7,449
Santa Rita,8,246
Santa Rita,9,235
Santa Rita,10,174
Santa Rita,11,381
Santa Rita,12,670
Santa Rita,13,295
Santa Rita,14,231
Santa Rita,15,146
Santa Rita,16,1224
Santa Rita,17,1037
Santa Rita,18,837
Santa Rita,19,143
Santa Rita,20,172
Santa Rita,21,71
Santa Terezinha,0,783
Santa Terezinha,5,1129
Santa Terezinha,6,8078
Santa Terezinha,7,6272
Santa Terezinha,8,3519
Santa Terezinha,9,1066
Santa Terezinha,10,1849
Santa Terezinha,11,2362
Santa Terezinha,12,11217
Santa Terezinha,13,3413
Santa Terezinha,14,2921
Santa Terezinha,15,3174
Santa Terezinha,16,4679
Santa Terezinha,17,7414
Santa Terezinha,18,6224
Santa Terezinha,19,4002
Santa Terezinha,20,1385
Santa Terezinha,21,1943
Santa Terezinha,22,2355
Santa Terezinha,23,233
Santana,0,589
Santana,2,977
Santana,5,425
Santana,6,923
Santana,7,2374
Santana,8,2736
Santana,9,2206
Santana,10,841
Santana,11,6820
Santana,12,8190
Santana,13,6038
Santana,14,1627
Santana,15,3625
Santana,16,7784
Santana,17,6460
Santana,18,4015
Santana,19,1238
Santana,20,2612
Santana,21,130
Santana,22,1521
Santana,23,1249
Santana de Parnaíba,1,101
Santana de Parnaíba,4,1238
Santana de Parnaíba,5,3770
Santana de Parnaíba,6,40808
Santana de Parnaíba,7,22593
Santana de Parnaíba,8,11956
Santana de Parnaíba,9,8614
Santana de Parnaíba,10,4386
Santana de Parnaíba,11,2651
Santana de Parnaíba,12,27092
Santana de Parnaíba,13,9148
Santana de Parnaíba,14,3430
Santana de Parnaíba,15,4610
Santana de Parnaíba,16,12560
Santana de Parnaíba,17,27691
Santana de Parnaíba,18,15643
Santana de Parnaíba,19,6162
Santana de Parnaíba,20,1182
Santana de Parnaíba,21,865
Santana de Parnaíba,22,7793
Santana de Parnaíba,23,1313
Santo Amaro,0,372
Santo Amaro,4,156
Santo Amaro,5,648
Santo Amaro,6,2912
Santo Amaro,7,3106
Santo Amaro,8,2703
Santo Amaro,9,2326
Santo Amaro,10,7621
Santo Amaro,11,6363
Santo Amaro,12,10302
Santo Amaro,13,9464
Santo Amaro,14,8204
Santo Amaro,15,6313
Santo Amaro,16,10636
Santo Amaro,17,11081
Santo Amaro,18,16028
Santo Amaro,19,4910
Santo Amaro,20,2665
Santo Amaro,21,3501
Santo Amaro,22,8209
Santo Amaro,23,2019
Santo André,2,2314
Santo André,3,383
Santo André,4,154
Santo André,5,310
Santo André,6,18384
Santo André,7,20853
Santo André,8,13644
Santo André,9,9030
Santo André,10,12613
Santo André,11,12511
Santo André,12,36044
Santo André,13,24784
Santo André,14,13269
Santo André,15,14310
Santo André,16,24883
Santo André,17,42731
Santo André,18,36919
Santo André,19,18686
Santo André,20,6948
Santo André,21,5143
Santo André,22,14547
Santo André,23,7127
Santo Antônio,0,63
Santo Antônio,4,48
Santo Antônio,5,142
Santo Antônio,6,930
Santo Antônio,7,902
Santo Antônio,8,341
Santo Antônio,9,468
Santo Antônio,10,56
Santo Antônio,11,962
Santo Antônio,12,1241
Santo Antônio,13,1201
Santo Antônio,14,115
Santo Antônio,15,1326
Santo Antônio,16,818
Santo Antônio,17,3193
Santo Antônio,18,3190
Santo Antônio,19,127
Santo Antônio,20,502
Santo Antônio,21,691
Santo Antônio,22,1941
Santo Antônio,23,925
Santo Eduardo,4,2908
Santo Eduardo,5,4351
Santo Eduardo,6,15180
Santo Eduardo,7,6378
Santo Eduardo,8,3946
Santo Eduardo,9,3303
Santo Eduardo,10,6046
Santo Eduardo,11,6760
Santo Eduardo,12,14720
Santo Eduardo,13,6122
Santo Eduardo,14,4390
Santo Eduardo,15,1105
Santo Eduardo,16,5260
Santo Eduardo,17,11039
Santo Eduardo,18,9494
Santo Eduardo,19,422
Santo Eduardo,20,3226
Santo Eduardo,21,7018
Santo Eduardo,22,675
Santo Eduardo,23,4419
Santos Dumont,4,3639
Santos Dumont,5,9185
Santos Dumont,6,22039
Santos Dumont,7,11483
Santos Dumont,8,5367
Santos Dumont,9,5980
Santos Dumont,10,5142
Santos Dumont,11,12728
Santos Dumont,12,19503
Santos Dumont,13,5807
Santos Dumont,14,8297
Santos Dumont,15,2464
Santos Dumont,16,6295
Santos Dumont,17,15899
Santos Dumont,18,4938
Santos Dumont,19,1996
Santos Dumont,20,1698
Santos Dumont,21,346
Santos Dumont,22,1461
Santos Dumont,23,738
Saudade,0,639
Saudade,1,319
Saudade,3,424
Saudade,4,334
Saudade,5,2777
Saudade,6,11040
Saudade,7,3241
Saudade,8,4400
Saudade,9,956
Saudade,10,791
Saudade,11,4836
Saudade,12,5345
Saudade,13,3773
Saudade,14,2065
Saudade,15,1003
Saudade,16,563
Saudade,17,2490
Saudade,18,3197
Saudade,19,1779
Saudade,21,490
Saudade,22,242
Saudade,23,251
Saúde,0,452
Saúde,3,189
Saúde,5,2234
Saúde,6,13037
Saúde,7,13925
Saúde,8,6992
Saúde,9,9105
Saúde,10,6731
Saúde,11,10488
Saúde,12,17528
Saúde,13,12694
Saúde,14,10699
Saúde,15,5157
Saúde,16,5970
Saúde,17,17219
Saúde,18,14531
Saúde,19,9090
Saúde,20,4717
Saúde,21,1196
Saúde,22,2403
Saúde,23,102
Serpa,0,877
Serpa,5,608
Serpa,6,6141
Serpa,7,2864
Serpa,8,948
Serpa,9,2369
Serpa,10,1038
Serpa,11,1930
Serpa,12,5216
Serpa,13,1289
Serpa,14,175
Serpa,15,708
Serpa,16,1687
Serpa,17,3330
Serpa,18,3785
Serpa,19,2339
Serpa,20,1405
Serpa,21,341
Serpa,23,1622
Sete Voltas,17,493
Sumaré,0,24
Sumaré,1,243
Sumaré,5,315
Sumaré,6,2541
Sumaré,7,3875
Sumaré,8,2886
Sumaré,9,2843
Sumaré,10,2175
Sumaré,11,1256
Sumaré,12,3299
Sumaré,13,2520
Sumaré,14,2244
Sumaré,15,3102
Sumaré,16,3346
Sumaré,17,4956
Sumaré,18,2822
Sumaré,19,1237
Sumaré,20,1735
Sumaré,21,648
Sumaré,22,1423
Sumaré,23,1015
Suzano,0,428
Suzano,4,863
Suzano,5,8968
Suzano,6,26806
Suzano,7,27559
Suzano,8,11999
Suzano,9,10790
Suzano,10,7439
Suzano,11,13527
Suzano,12,50452
Suzano,13,20138
Suzano,14,7226
Suzano,15,11891
Suzano,16,19386
Suzano,17,38282
Suzano,18,24727
Suzano,19,7828
Suzano,20,1554
Suzano,21,6224
Suzano,22,6547
Suzano,23,1416
São Bernardo do Campo,0,1093
São Bernardo do Campo,1,437
São Bernardo do Campo,2,623
São Bernardo do Campo,5,3962
São Bernardo do Campo,6,11626
São Bernardo do Campo,7,18332
São Bernardo do Campo,8,8981
São Bernardo do Campo,9,6049
São Bernardo do Campo,10,7384
São Bernardo do Campo,11,17723
São Bernardo do Campo,12,29406
São Bernardo do Campo,13,16879
São Bernardo do Campo,14,8765
São Bernardo do Campo,15,12947
São Bernardo do Campo,16,12338
São Bernardo do Campo,17,29996
São Bernardo do Campo,18,25295
São Bernardo do Campo,19,9981
São Bernardo do Campo,20,4275
São Bernardo do Campo,21,8791
São Bernardo do Campo,22,10824
São Bernardo do Campo,23,6971
São Caetano do Sul,1,83
São Caetano do Sul,2,2387
São Caetano do Sul,4,78
São Caetano do Sul,5,985
São Caetano do Sul,6,1973
São Caetano do Sul,7,5568
São Caetano do Sul,8,2364
São Caetano do Sul,9,1026
São Caetano do Sul,10,1905
São Caetano do Sul,11,5959
São Caetano do Sul,12,6484
São Caetano do Sul,13,1601
São Caetano do Sul,14,2169
São Caetano do Sul,15,5286
São Caetano do Sul,16,8402
São Caetano do Sul,17,8944
São Caetano do Sul,18,10934
São Caetano do Sul,19,4468
São Caetano do Sul,20,2439
São Caetano do Sul,21,995
São Caetano do Sul,22,2690
São Caetano do Sul,23,2584
São Carlos do Pinhal,0,750
São Carlos do Pinhal,2,196
São Carlos do Pinhal,5,1321
São Carlos do Pinhal,6,979
São Carlos do Pinhal,7,2856
São Carlos do Pinhal,8,1623
São Carlos do Pinhal,9,1694
São Carlos do Pinhal,10,1301
São Carlos do Pinhal,11,2861
São Carlos do Pinhal,12,7291
São Carlos do Pinhal,13,6914
São Carlos do Pinhal,14,4340
São Carlos do Pinhal,15,6881
São Carlos do Pinhal,16,6352
São Carlos do Pinhal,17,7549
São Carlos do Pinhal,18,9330
São Carlos do Pinhal,19,4084
São Carlos do Pinhal,20,1725
São Carlos do Pinhal,21,548
São Carlos do Pinhal,22,6756
São Carlos do Pinhal,23,818
São Domingos,4,463
São Domingos,5,2070
São Domingos,6,4547
São Domingos,7,12034
São Domingos,8,8417
São Domingos,9,3155
São Domingos,10,2049
São Domingos,11,1815
São Domingos,12,9688
São Domingos,13,6837
São Domingos,14,2918
São Domingos,15,1487
São Domingos,16,1655
São Domingos,17,8752
São Domingos,18,10455
São Domingos,19,2965
São Domingos,20,1543
São Domingos,21,1921
São Domingos,22,654
São João Clímaco,4,252
São João Clímaco,5,1512
São João Clímaco,6,4957
São João Clímaco,7,5150
São João Clímaco,8,2831
São João Clímaco,9,941
São João Clímaco,10,1015
São João Clímaco,11,449
São João Clímaco,12,3666
São João Clímaco,13,2385
São João Clímaco,14,771
São João Clímaco,15,1256
São João Clímaco,16,859
São João Clímaco,17,3500
São João Clímaco,18,2663
São João Clímaco,19,255
São João Clímaco,22,333
São Lourenço da Serra,4,448
São Lourenço da Serra,5,493
São Lourenço da Serra,6,2885
São Lourenço da Serra,7,1860
São Lourenço da Serra,8,1212
São Lourenço da Serra,9,224
São Lourenço da Serra,10,577
São Lourenço da Serra,11,941
São Lourenço da Serra,12,3474
São Lourenço da Serra,13,647
São Lourenço da Serra,14,317
São Lourenço da Serra,15,810
São Lourenço da Serra,16,466
São Lourenço da Serra,17,3192
São Lourenço da Serra,18,1483
São Lourenço da Serra,19,826
São Lourenço da Serra,20,61
São Lourenço da Serra,21,61
São Lourenço da Serra,22,117
São Lourenço da Serra,23,50
São Marcos,4,4836
São Marcos,5,8351
São Marcos,6,32641
São Marcos,7,17409
São Marcos,8,9004
São Marcos,9,2619
São Marcos,10,5978
São Marcos,11,4743
São Marcos,12,33037
São Marcos,13,8819
São Marcos,14,4779
São Marcos,15,3840
São Marcos,16,3889
São Marcos,17,12708
São Marcos,18,19010
São Marcos,19,3221
São Marcos,20,4057
São Marcos,21,1399
São Marcos,22,3978
São Marcos,23,2542
São Mateus,4,853
São Mateus,5,2344
São Mateus,6,13740
São Mateus,7,9413
São Mateus,8,4783
São Mateus,9,5255
São Mateus,10,4832
São Mateus,11,4725
São Mateus,12,13987
São Mateus,13,6806
São Mateus,14,6017
São Mateus,15,3007
São Mateus,16,6594
São Mateus,17,10073
São Mateus,18,6650
São Mateus,19,2139
São Mateus,20,1479
São Mateus,21,529
São Mateus,22,3671
São Mateus,23,1282
São Miguel Paulista,3,179
São Miguel Paulista,4,630
São Miguel Paulista,5,1975
São Miguel Paulista,6,3973
São Miguel Paulista,7,7102
São Miguel Paulista,8,1280
São Miguel Paulista,9,720
São Miguel Paulista,10,450
São Miguel Paulista,11,1581
São Miguel Paulista,12,6888
São Miguel Paulista,13,4866
São Miguel Paulista,14,1894
São Miguel Paulista,15,1594
São Miguel Paulista,16,3458
São Miguel Paulista,17,4452
São Miguel Paulista,18,5332
São Miguel Paulista,19,2370
São Miguel Paulista,20,855
São Miguel Paulista,21,146
São Miguel Paulista,23,496
Sé,3,19
Sé,5,378
Sé,6,775
Sé,7,1018
Sé,8,2290
Sé,9,1350
Sé,10,3413
Sé,11,2702
Sé,12,26428
Sé,13,17616
Sé,14,9267
Sé,15,14316
Sé,16,10802
Sé,17,25815
Sé,18,22693
Sé,19,8063
Sé,20,4627
Sé,21,3614
Sé,22,4515
Sé,23,801
Sítio Carrãozinho,0,43
Sítio Carrãozinho,4,2292
Sítio Carrãozinho,5,4962
Sítio Carrãozinho,6,12755
Sítio Carrãozinho,7,10359
Sítio Carrãozinho,8,3371
Sítio Carrãozinho,9,2454
Sítio Carrãozinho,10,1396
Sítio Carrãozinho,11,7855
Sítio Carrãozinho,12,9803
Sítio Carrãozinho,13,3298
Sítio Carrãozinho,14,2219
Sítio Carrãozinho,15,1852
Sítio Carrãozinho,16,5030
Sítio Carrãozinho,17,7931
Sítio Carrãozinho,18,10168
Sítio Carrãozinho,19,1421
Sítio Carrãozinho,20,3233
Sítio Carrãozinho,21,1107
Sítio Carrãozinho,22,1971
Sítio Carrãozinho,23,927
Taboão,3,276
Taboão,4,3253
Taboão,5,6232
Taboão,6,15539
Taboão,7,7475
Taboão,8,10486
Taboão,9,4418
Taboão,10,2325
Taboão,11,8345
Taboão,12,20223
Taboão,13,7723
Taboão,14,8747
Taboão,15,762
Taboão,16,3908
Taboão,17,14328
Taboão,18,11466
Taboão,19,5685
Taboão,20,3233
Taboão,21,3697
Taboão,22,4509
Taboão,23,2212
Taboão da Serra,5,1276
Taboão da Serra,6,13215
Taboão da Serra,7,11931
Taboão da Serra,8,5137
Taboão da Serra,9,1881
Taboão da Serra,10,3767
Taboão da Serra,11,4891
Taboão da Serra,12,19514
Taboão da Serra,13,8009
Taboão da Serra,14,4051
Taboão da Serra,15,2169
Taboão da Serra,16,4559
Taboão da Serra,17,13016
Taboão da Serra,18,16442
Taboão da Serra,19,3821
Taboão da Serra,20,1165
Taboão da Serra,21,2914
Taboão da Serra,22,5711
Taboão da Serra,23,854
Taiaçupeba,5,1547
Taiaçupeba,6,8432
Taiaçupeba,7,5101
Taiaçupeba,8,1696
Taiaçupeba,9,625
Taiaçupeba,10,572
Taiaçupeba,11,2868
Taiaçupeba,12,3247
Taiaçupeba,13,398
Taiaçupeba,14,199
Taiaçupeba,15,199
Taiaçupeba,16,2978
Taiaçupeba,17,4169
Taiaçupeba,18,3834
Taiaçupeba,20,603
Tamanduateí,4,24
Tamanduateí,5,282
Tamanduateí,6,1303
Tamanduateí,7,1178
Tamanduateí,8,352
Tamanduateí,9,163
Tamanduateí,10,112
Tamanduateí,11,34
Tamanduateí,12,1192
Tamanduateí,13,454
Tamanduateí,14,1780
Tamanduateí,15,503
Tamanduateí,16,79
Tamanduateí,17,909
Tamanduateí,18,3803
Tamanduateí,19,117
Tamanduateí,20,306
Tamanduateí,21,35
Tamanduateí,22,373
Tamanduateí,23,224
Tamboré,0,333
Tamboré,2,402
Tamboré,3,146
Tamboré,4,333
Tamboré,6,2543
Tamboré,7,2977
Tamboré,8,116
Tamboré,9,219
Tamboré,10,1942
Tamboré,11,5235
Tamboré,12,12916
Tamboré,13,6615
Tamboré,14,7880
Tamboré,15,4290
Tamboré,16,14824
Tamboré,17,23216
Tamboré,18,20440
Tamboré,19,10144
Tamboré,20,4638
Tamboré,21,2747
Tamboré,22,4208
Tamboré,23,1356
Tatuapé,0,30
Tatuapé,1,660
Tatuapé,2,158
Tatuapé,4,492
Tatuapé,5,631
Tatuapé,6,4239
Tatuapé,7,3846
Tatuapé,8,3275
Tatuapé,9,2659
Tatuapé,10,1614
Tatuapé,11,6550
Tatuapé,12,11326
Tatuapé,13,9494
Tatuapé,14,9294
Tatuapé,15,6719
Tatuapé,16,6378
Tatuapé,17,11656
Tatuapé,18,17055
Tatuapé,19,6593
Tatuapé,20,1918
Tatuapé,21,3300
Tatuapé,22,7206
Tatuapé,23,1871
Teotônio Vilela,0,706
Teotônio Vilela,4,2429
Teotônio Vilela,5,5260
Teotônio Vilela,6,20701
Teotônio Vilela,7,15193
Teotônio Vilela,8,2706
Teotônio Vilela,9,1834
Teotônio Vilela,10,4673
Teotônio Vilela,11,4272
Teotônio Vilela,12,12184
Teotônio Vilela,13,9504
Teotônio Vilela,14,487
Teotônio Vilela,15,731
Teotônio Vilela,16,8033
Teotônio Vilela,17,13348
Teotônio Vilela,18,7350
Teotônio Vilela,19,30
Teotônio Vilela,20,1550
Teotônio Vilela,21,1047
Teotônio Vilela,22,1713
Teotônio Vilela,23,621
Terceira Divisão,4,2056
Terceira Divisão,5,3855
Terceira Divisão,6,8410
Terceira Divisão,7,2644
Terceira Divisão,8,1672
Terceira Divisão,9,862
Terceira Divisão,10,1679
Terceira Divisão,11,1023
Terceira Divisão,12,4093
Terceira Divisão,13,4955
Terceira Divisão,14,1119
Terceira Divisão,15,3148
Terceira Divisão,16,2004
Terceira Divisão,17,2830
Terceira Divisão,18,7353
Terceira Divisão,19,977
Terceira Divisão,20,152
Terceira Divisão,21,661
Terceira Divisão,22,523
Tietê,0,261
Tietê,1,198
Tietê,3,30
Tietê,5,1024
Tietê,6,938
Tietê,7,171
Tietê,8,104
Tietê,9,535
Tietê,10,295
Tietê,11,1094
Tietê,12,1402
Tietê,13,2117
Tietê,14,1885
Tietê,15,1742
Tietê,16,3660
Tietê,17,2374
Tietê,18,1685
Tietê,19,2137
Tietê,20,3029
Tietê,21,879
Tietê,22,4169
Tietê,23,2625
Tiquatira,0,393
Tiquatira,4,526
Tiquatira,5,269
Tiquatira,6,7153
Tiquatira,7,9027
Tiquatira,8,5950
Tiquatira,9,3863
Tiquatira,10,1278
Tiquatira,11,2166
Tiquatira,12,13159
Tiquatira,13,4994
Tiquatira,14,4342
Tiquatira,15,1914
Tiquatira,16,3360
Tiquatira,17,4909
Tiquatira,18,9565
Tiquatira,19,3095
Tiquatira,20,2323
Tiquatira,21,372
Tiquatira,22,2551
Tiquatira,23,73
Tremembé,1,1220
Tremembé,5,833
Tremembé,6,4816
Tremembé,7,5949
Tremembé,8,1385
Tremembé,9,2187
Tremembé,10,1723
Tremembé,12,6658
Tremembé,13,4462
Tremembé,14,747
Tremembé,15,314
Tremembé,16,4593
Tremembé,17,3124
Tremembé,18,7120
Tremembé,19,1838
Tremembé,20,103
Tremembé,21,916
Tremembé,23,898
Treze de Maio,0,223
Treze de Maio,1,197
Treze de Maio,4,349
Treze de Maio,5,272
Treze de Maio,6,3803
Treze de Maio,7,3575
Treze de Maio,8,3430
Treze de Maio,9,1616
Treze de Maio,10,2325
Treze de Maio,11,1362
Treze de Maio,12,3062
Treze de Maio,13,2639
Treze de Maio,14,1842
Treze de Maio,15,1138
Treze de Maio,16,4204
Treze de Maio,17,2197
Treze de Maio,18,4451
Treze de Maio,19,2207
Treze de Maio,20,829
Treze de Maio,21,395
Treze de Maio,22,353
Treze de Maio,23,160
Trianon,0,190
Trianon,1,422
Trianon,2,228
Trianon,3,444
Trianon,4,41
Trianon,5,314
Trianon,6,3444
Trianon,7,2335
Trianon,8,3255
Trianon,9,3768
Trianon,10,3018
Trianon,11,6521
Trianon,12,10761
Trianon,13,16735
Trianon,14,8809
Trianon,15,6672
Trianon,16,8129
Trianon,17,15020
Trianon,18,18560
Trianon,19,6418
Trianon,20,4719
Trianon,21,2371
Trianon,22,1376
Trianon,23,1842
Três Montanhas,0,144
Três Montanhas,1,85
Três Montanhas,3,117
Três Montanhas,4,616
Três Montanhas,5,2566
Três Montanhas,6,3980
Três Montanhas,7,3225
Três Montanhas,8,929
Três Montanhas,9,1537
Três Montanhas,10,1034
Três Montanhas,11,1610
Três Montanhas,12,2830
Três Montanhas,13,3920
Três Montanhas,14,3662
Três Montanhas,15,774
Três Montanhas,16,4934
Três Montanhas,17,3632
Três Montanhas,18,5042
Três Montanhas,19,1593
Três Montanhas,20,2255
Três Montanhas,21,622
Três Montanhas,22,765
Três Montanhas,23,172
Tucuruvi,4,152
Tucuruvi,5,592
Tucuruvi,6,3936
Tucuruvi,7,2846
Tucuruvi,8,1325
Tucuruvi,9,474
Tucuruvi,10,2228
Tucuruvi,11,2800
Tucuruvi,12,5060
Tucuruvi,13,2053
Tucuruvi,14,1626
Tucuruvi,15,1443
Tucuruvi,16,1145
Tucuruvi,17,4736
Tucuruvi,18,4325
Tucuruvi,19,1502
Tucuruvi,20,1929
Tucuruvi,21,93
Tucuruvi,22,2851
USP Leste I,7,325
USP Leste I,12,565
USP Leste I,13,102
USP Leste I,14,132
USP Leste I,15,15
USP Leste I,16,1815
USP Leste I,18,263
USP Leste I,19,325
USP Leste I,20,30
USP Leste I,22,187
USP Leste I,23,129
Utinga,5,3374
Utinga,6,8443
Utinga,7,8761
Utinga,8,2903
Utinga,9,1986
Utinga,10,920
Utinga,11,2625
Utinga,12,8589
Utinga,13,2278
Utinga,14,2696
Utinga,15,2549
Utinga,16,5485
Utinga,17,7442
Utinga,18,7469
Utinga,19,1585
Utinga,20,1485
Utinga,21,711
Utinga,22,1144
Utinga,23,1893
Valparaíso,5,2508
Valparaíso,6,4725
Valparaíso,7,4829
Valparaíso,8,2146
Valparaíso,9,2225
Valparaíso,10,1506
Valparaíso,11,2496
Valparaíso,12,3881
Valparaíso,13,3904
Valparaíso,14,502
Valparaíso,15,469
Valparaíso,16,2621
Valparaíso,17,4436
Valparaíso,18,2096
Valparaíso,19,2546
Valparaíso,20,203
Valparaíso,21,111
Valparaíso,22,3652
Valparaíso,23,3110
Vargem Grande Paulista,4,2764
Vargem Grande Paulista,5,3293
Vargem Grande Paulista,6,12488
Vargem Grande Paulista,7,10667
Vargem Grande Paulista,8,2771
Vargem Grande Paulista,9,2034
Vargem Grande Paulista,10,1384
Vargem Grande Paulista,11,7600
Vargem Grande Paulista,12,14241
Vargem Grande Paulista,13,6846
Vargem Grande Paulista,14,2991
Vargem Grande Paulista,15,902
Vargem Grande Paulista,16,3433
Vargem Grande Paulista,17,14524
Vargem Grande Paulista,18,6282
Vargem Grande Paulista,19,2810
Vargem Grande Paulista,20,885
Vargem Grande Paulista,23,228
Vasconcelândia,15,332
Vasconcelândia,18,512
Vieira de Moraes,5,139
Vieira de Moraes,6,4124
Vieira de Moraes,7,5832
Vieira de Moraes,8,3549
Vieira de Moraes,9,3359
Vieira de Moraes,10,2016
Vieira de Moraes,11,3235
Vieira de Moraes,12,4991
Vieira de Moraes,13,4088
Vieira de Moraes,14,4360
Vieira de Moraes,15,3378
Vieira de Moraes,16,5226
Vieira de Moraes,17,7971
Vieira de Moraes,18,5323
Vieira de Moraes,19,2753
Vieira de Moraes,20,2737
Vieira de Moraes,21,464
Vieira de Moraes,22,2281
Vieira de Moraes,23,1197
Vila Anastácio,4,1407
Vila Anastácio,5,60
Vila Anastácio,6,698
Vila Anastácio,7,398
Vila Anastácio,8,659
Vila Anastácio,9,103
Vila Anastácio,10,8
Vila Anastácio,11,263
Vila Anastácio,12,235
Vila Anastácio,13,329
Vila Anastácio,14,531
Vila Anastácio,15,681
Vila Anastácio,16,2649
Vila Anastácio,17,3270
Vila Anastácio,18,2027
Vila Anastácio,19,1527
Vila Anastácio,20,77
Vila Anastácio,21,69
Vila Anastácio,22,219
Vila Anastácio,23,592
Vila Anglo Brasileira,5,59
Vila Anglo Brasileira,6,977
Vila Anglo Brasileira,7,2838
Vila Anglo Brasileira,8,1355
Vila Anglo Brasileira,9,3247
Vila Anglo Brasileira,10,1193
Vila Anglo Brasileira,11,832
Vila Anglo Brasileira,12,1818
Vila Anglo Brasileira,13,831
Vila Anglo Brasileira,14,845
Vila Anglo Brasileira,15,1320
Vila Anglo Brasileira,16,1121
Vila Anglo Brasileira,17,1121
Vila Anglo Brasileira,18,1466
Vila Anglo Brasileira,19,291
Vila Anglo Brasileira,20,306
Vila Anglo Brasileira,21,493
Vila Anglo Brasileira,22,168
Vila Anglo Brasileira,23,337
Vila Beatriz,6,3300
Vila Beatriz,7,3503
Vila Beatriz,8,4106
Vila Beatriz,9,1432
Vila Beatriz,10,1974
Vila Beatriz,11,1742
Vila Beatriz,12,5234
Vila Beatriz,13,3249
Vila Beatriz,14,2276
Vila Beatriz,15,1234
Vila Beatriz,16,2077
Vila Beatriz,17,4804
Vila Beatriz,18,2066
Vila Beatriz,19,2824
Vila Beatriz,20,1761
Vila Beatriz,21,507
Vila Beatriz,22,420
Vila Bertioga,4,117
Vila Bertioga,5,1849
Vila Bertioga,6,5085
Vila Bertioga,7,4431
Vila Bertioga,8,2040
Vila Bertioga,9,1119
Vila Bertioga,10,398
Vila Bertioga,11,287
Vila Bertioga,12,4398
Vila Bertioga,13,4871
Vila Bertioga,14,2587
Vila Bertioga,15,1266
Vila Bertioga,16,2871
Vila Bertioga,17,3084
Vila Bertioga,18,5348
Vila Bertioga,19,1427
Vila Bertioga,20,1101
Vila Bertioga,21,910
Vila Bertioga,22,107
Vila Bertioga,23,149
